LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5					
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.36	0.39	0.38	0.01	1	I51038	4/10/2020	0.37	0.39	0.39	0.39	0.36					
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.32	0.40	0.36	0.04	2	I51042	4/10/2020	0.36	0.34	0.40	0.32	0.40					
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.38	0.40	0.39	0.01	3	I51054	4/11/2020	0.39	0.39	0.38	0.40	0.39					
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.34	0.42	0.38	0.03	4	I51057	4/11/2020	0.38	0.40	0.42	0.37	0.34					
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.30	0.33	0.31	0.01	5	I51060	4/11/2020	0.33	0.31	0.30	0.32	0.31					
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.24	0.29	0.26	0.02	1	I51038	4/10/2020	0.29	0.25	0.24	0.25	0.26					
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.32	0.38	0.35	0.02	2	I51042	4/10/2020	0.33	0.38	0.32	0.36	0.36					
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.24	0.28	0.26	0.02	3	I51054	4/11/2020	0.27	0.25	0.24	0.24	0.28					
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.27	0.37	0.31	0.04	4	I51057	4/11/2020	0.30	0.31	0.27	0.32	0.37					
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.21	0.25	0.23	0.02	5	I51060	4/11/2020	0.22	0.24	0.22	0.21	0.25					
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.35	0.48	0.39	0.05	1	I51038	4/10/2020	0.36	0.37	0.48	0.37	0.35					
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.47	0.47	0.47	0.00	2	I51042	4/10/2020	0.47									
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.37	0.43	0.40	0.02	3	I51054	4/11/2020	0.40	0.37	0.39	0.39	0.43					
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.38	0.51	0.44	0.06	4	I51057	4/11/2020	0.39	0.44	0.49	0.51	0.38					
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.33	0.37	0.35	0.01	5	I51060	4/11/2020	0.35	0.37	0.33	0.36	0.35					
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.25	0.32	0.28	0.03	1	I51038	4/10/2020	0.32	0.26	0.25	0.32	0.27					
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.46	0.46	0.46	0.00	2	I51042	4/10/2020	0.46									
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.32	0.42	0.35	0.04	3	I51054	4/11/2020	0.42	0.32	0.33	0.35	0.35					
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.30	0.46	0.39	0.06	4	I51057	4/11/2020	0.46	0.37	0.30	0.39	0.41					
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.24	0.33	0.27	0.04	5	I51060	4/11/2020	0.25	0.27	0.24	0.28	0.33					
3	20TPY02MR-L3	COF NT/NT - Din.	0.35	0.37	0.36	0.01	1	I51054	4/11/2020	0.37	0.36	0.35							
3	20TPY02MR-L3	COF CHA/CHA - Din.	0.25	0.25	0.25	0.00	1	I51039	4/10/2020	0.25									
3	20TPY02MR-L3	COF COR/COR - Din.	0.25	0.25	0.25	0.00	1	I51039	4/10/2020	0.25									
3	20TPY02MR-L3	COF COR/COR - Din.	0.22	0.24	0.23	0.01	2	I51054	4/11/2020	0.24	0.22	0.23							
3	20TPY02MR-L3	COF  NT/NT - Est.	0.41	0.41	0.41	0.00	1	I51039	4/10/2020	0.41									
3	20TPY02MR-L3	COF  NT/NT - Est.	0.35	0.40	0.38	0.03	2	I51054	4/11/2020	0.40	0.40	0.35							
3	20TPY02MR-L3	COF COR/COR - Est.	0.28	0.28	0.28	0.00	1	I51039	4/10/2020	0.28									
3	20TPY02MR-L3	COF COR/COR - Est.	0.26	0.39	0.31	0.07	2	I51054	4/11/2020	0.26	0.28	0.39							
3	20TPY02MR-L3	Força de Tração DM	125.00	135.00	128.33	5.77	1	I51038	4/10/2020	125.00	135.00	125.00							
3	20TPY02MR-L3	Força de Tração DM	137.00	158.00	144.67	11.59	2	I51054	4/11/2020	137.00	139.00	158.00							
3	20TPY02MR-L3	Força de Tração DT	299.00	316.00	305.67	9.07	1	I51038	4/10/2020	302.00	316.00	299.00							
3	20TPY02MR-L3	Força de Tração DT	274.00	300.00	287.67	13.05	2	I51054	4/11/2020	289.00	300.00	274.00							
3	20TPY02MR-L3	Alongamento DM	128.00	152.00	136.33	13.58	1	I51038	4/10/2020	128.00	152.00	129.00							
3	20TPY02MR-L3	Alongamento DM	145.00	229.00	180.67	43.41	2	I51054	4/11/2020	145.00	168.00	229.00							
3	20TPY02MR-L3	Alongamento DT	50.00	57.00	54.33	3.79	1	I51038	4/10/2020	50.00	56.00	57.00							
3	20TPY02MR-L3	Alongamento DT	40.00	45.00	42.33	2.52	2	I51054	4/11/2020	42.00	45.00	40.00							
3	20TPY02MR-L3	Módulo Elástico DM	1377.00	1593.00	1466.00	112.90	1	I51038	4/10/2020	1428.00	1377.00	1593.00							
3	20TPY02MR-L3	Módulo Elástico DT	2248.00	2852.00	2503.67	312.48	1	I51038	4/10/2020	2852.00	2411.00	2248.00							
3	20TPY02MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	1	I51038	4/10/2020	5.00	5.00	5.00	5.00	5.00					
3	20TPY02MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	1	I51038	4/10/2020	3.00	3.00	3.00	3.00	3.00					
3	20TPY02MR-L3	Haze/difusão	1.30	1.40	1.37	0.06	1	I51038	4/10/2020	1.40	1.40	1.30							
3	20TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	1	I51038	4/10/2020	44.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	2	I51039	4/10/2020	44.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	3	I51040	4/10/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	4	I51041	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	5	I51042	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	6	I51043	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	7	I51045	4/10/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	8	I51046	4/10/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	9	I51048	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	10	I51050	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	11	I51051	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	12	I51052	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	13	I51054	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	14	I51055	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	15	I51056	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	38.00	38.00	38.00	0.00	16	I51057	4/11/2020	38.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	17	I51058	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	18	I51059	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	19	I51060	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	20	I51061	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	21	I51062	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	22	I51063	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	23	I51064	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	24	I51065	4/12/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	25	I51066	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	26	I51067	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	1	I51038	4/10/2020	44.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	2	I51039	4/10/2020	44.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	3	I51040	4/10/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	4	I51041	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	5	I51042	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	6	I51043	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	7	I51045	4/10/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	8	I51046	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	9	I51048	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	10	I51050	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	11	I51051	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	12	I51052	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	13	I51054	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	14	I51055	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	38.00	38.00	38.00	0.00	15	I51056	4/11/2020	38.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	38.00	38.00	38.00	0.00	16	I51057	4/11/2020	38.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	17	I51058	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	18	I51059	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	19	I51060	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	20	I51061	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	21	I51062	4/11/2020	40.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	22	I51063	4/11/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	23	I51064	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	24	I51065	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	25	I51066	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	26	I51067	4/12/2020	42.00									
3	20TPY02MR-L3	Tensão superf. COR prod final	40.00	40.00	40.00	0.00	1	I51039	4/10/2020	40.00									
3	20TPY02MR-L3	Tensão superf. COR prod final	40.00	40.00	40.00	0.00	2	I51054	4/11/2020	40.00									
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	44.00	44.00	0.00	1	I51068	4/12/2020	44.00									
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	44.00	44.00	0.00	2	I51069	4/12/2020	44.00	44.00	44.00	44.00	44.00					
3	20TPY03MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	3	I51070	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	1	I51068	4/12/2020	44.00									
3	20TPY03MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	2	I51069	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	20TPY03MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	3	I51070	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	20TPY03MR-L3	Espessura	20.00	20.00	20.00	0.00	1	I51068	4/12/2020	20.00									
3	20TPY03MR-L3	Espessura	19.20	20.10	19.62	0.35	2	I51069	4/12/2020	19.80	19.20	19.60	20.10	19.40					
3	20TPY03MR-L3	Espessura	19.30	20.40	19.72	0.47	3	I51070	4/12/2020	20.00	19.40	19.50	20.40	19.30					
3	20TPY03MR-L3	Gramatura	18.10	18.10	18.10	0.00	1	I51068	4/12/2020	18.10									
3	20TPY03MR-L3	Rendimento	55.20	55.20	55.20	0.00	1	I51068	4/12/2020	55.20									
3	20TPY03MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I51068	4/12/2020	0.91									
3	20TPY03MR-L3	COF CHA/CHA - Din. Imediato	0.30	0.34	0.31	0.02	1	I51068	4/12/2020	0.30	0.34	0.30	0.31	0.32					
3	20TPY03MR-L3	COF COR/COR - Din. - Imediato	0.26	0.28	0.27	0.01	1	I51068	4/12/2020	0.26	0.27	0.26	0.28	0.26					
3	20TPY03MR-L3	COF CHA/CHA - Din.	0.25	0.27	0.26	0.01	1	I51068	4/12/2020	0.25	0.27	0.26							
3	20TPY03MR-L3	COF COR/COR - Din.	0.21	0.25	0.23	0.02	1	I51068	4/12/2020	0.23	0.25	0.21							
3	20TPY03MR-L3	COF CHA/CHA - Est.	0.34	0.36	0.35	0.01	1	I51068	4/12/2020	0.34	0.36	0.34							
3	20TPY03MR-L3	COF COR/COR - Est.	0.28	0.33	0.30	0.03	1	I51068	4/12/2020	0.28	0.29	0.33							
3	20TPY03MR-L3	Força de Tração DM	138.00	146.00	142.33	4.04	1	I51068	4/12/2020	146.00	143.00	138.00							
3	20TPY03MR-L3	Força de Tração DT	269.00	291.00	283.33	12.42	1	I51068	4/12/2020	291.00	269.00	290.00							
3	20TPY03MR-L3	Alongamento DM	179.00	184.00	180.67	2.89	1	I51068	4/12/2020	184.00	179.00	179.00							
3	20TPY03MR-L3	Alongamento DT	35.00	51.00	42.67	8.02	1	I51068	4/12/2020	51.00	35.00	42.00							
3	20TPY03MR-L3	Módulo Elástico DM	1283.00	1283.00	1283.00	0.00	1	I51068	4/12/2020	1283.00									
3	20TPY03MR-L3	Módulo Elástico DT	2629.00	2629.00	2629.00	0.00	1	I51068	4/12/2020	2629.00									
3	20TPY03MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	1	I51068	4/12/2020	5.00									
3	20TPY03MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	1	I51068	4/12/2020	3.00									
3	20TPY03MR-L3	Haze/difusão	1.63	1.63	1.63	0.00	1	I51068	4/12/2020	1.63									
3	20TPY03MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	1	I51068	4/12/2020	40.00									
3	20TPY03MR-L3	Tensão superficial CHAMA LO	42.00	42.00	42.00	0.00	2	I51069	4/12/2020	42.00									
3	20TPY03MR-L3	Tensão superficial CHAMA LO	46.00	46.00	46.00	0.00	3	I51070	4/12/2020	46.00									
3	20TPY03MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	1	I51068	4/12/2020	40.00									
3	20TPY03MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00	0.00	2	I51069	4/12/2020	42.00									
3	20TPY03MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	3	I51070	4/12/2020	40.00									
3	20TPY03MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	1	I51068	4/12/2020	42.00									
3	20TPY03MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	2	I51069	4/12/2020	44.00									
3	20TPY03MR-L3	Tensão superficial CORONA LO	46.00	46.00	46.00	0.00	3	I51070	4/12/2020	46.00									
3	20TPY03MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	1	I51068	4/12/2020	42.00									
3	20TPY03MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	2	I51069	4/12/2020	44.00									
3	20TPY03MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	3	I51070	4/12/2020	40.00									
3	25TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	1	I51071	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	25TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	2	I51072	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	25TPY02MR-L3	Tratamento Superficial CORONA	44.00	46.00	45.20	1.10	3	I51073	4/12/2020	44.00	46.00	44.00	46.00	46.00					
3	25TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	4	I51074	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	25TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	5	I51075	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	25TPY02MR-L3	Espessura	25.30	25.30	25.30	0.00	1	I51071	4/12/2020	25.30									
3	25TPY02MR-L3	Espessura	24.20	25.40	24.94	0.47	2	I51072	4/12/2020	24.20	25.40	25.30	24.90	24.90					
3	25TPY02MR-L3	Espessura	24.20	25.00	24.60	0.34	3	I51073	4/12/2020	24.80	24.70	25.00	24.20	24.30					
3	25TPY02MR-L3	Espessura	24.80	25.20	24.92	0.18	4	I51074	4/12/2020	25.00	25.20	24.80	24.80	24.80					
3	25TPY02MR-L3	Espessura	24.40	24.90	24.60	0.21	5	I51075	4/12/2020	24.60	24.40	24.40	24.70	24.90					
3	25TPY02MR-L3	Gramatura	22.90	22.90	22.90	0.00	1	I51071	4/12/2020	22.90									
3	25TPY02MR-L3	Rendimento	43.70	43.70	43.70	0.00	1	I51071	4/12/2020	43.70									
3	25TPY02MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I51071	4/12/2020	0.91									
3	25TPY02MR-L3	COF NT/NT - DIN. Imediato	0.30	0.41	0.37	0.04	1	I51071	4/12/2020	0.35	0.40	0.30	0.41	0.38					
3	25TPY02MR-L3	COF COR/COR - Din. - Imediato	0.27	0.35	0.30	0.03	1	I51071	4/12/2020	0.27	0.30	0.35	0.28	0.31					
3	25TPY02MR-L3	COF NT/NT - Est. Imediato	0.40	0.51	0.47	0.04	1	I51071	4/12/2020	0.40	0.47	0.51	0.48	0.48					
3	25TPY02MR-L3	COF COR/COR - Est. - Imediato	0.32	0.57	0.46	0.10	1	I51071	4/12/2020	0.32	0.49	0.50	0.41	0.57					
3	25TPY02MR-L3	COF NT/NT - Din.	0.27	0.28	0.27	0.01	1	I51072	4/12/2020	0.28	0.27	0.27							
3	25TPY02MR-L3	COF COR/COR - Din.	0.22	0.24	0.23	0.01	1	I51072	4/12/2020	0.22	0.24	0.24							
3	25TPY02MR-L3	COF  NT/NT - Est.	0.30	0.38	0.33	0.04	1	I51072	4/12/2020	0.30	0.31	0.38							
3	25TPY02MR-L3	COF COR/COR - Est.	0.27	0.29	0.28	0.01	1	I51072	4/12/2020	0.29	0.27	0.28							
3	25TPY02MR-L3	Força de Tração DM	138.00	141.00	139.67	1.53	1	I51071	4/12/2020	141.00	138.00	140.00							
3	25TPY02MR-L3	Força de Tração DT	252.00	283.00	265.00	16.09	1	I51071	4/12/2020	283.00	252.00	260.00							
3	25TPY02MR-L3	Alongamento DM	170.00	172.00	170.67	1.15	1	I51071	4/12/2020	172.00	170.00	170.00							
3	25TPY02MR-L3	Alongamento DT	15.00	20.00	18.00	2.65	1	I51071	4/12/2020	19.00	15.00	20.00							
3	25TPY02MR-L3	Módulo Elástico DM	1447.00	1547.00	1486.33	53.30	1	I51071	4/12/2020	1447.00	1465.00	1547.00							
3	25TPY02MR-L3	Módulo Elástico DT	2730.00	3217.00	3000.67	248.00	1	I51071	4/12/2020	2730.00	3055.00	3217.00							
3	25TPY02MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	1	I51071	4/12/2020	5.00	5.00	5.00							
3	25TPY02MR-L3	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	1	I51071	4/12/2020	2.00	2.00	2.00							
3	25TPY02MR-L3	Haze/difusão	1.60	1.70	1.63	0.06	1	I51071	4/12/2020	1.60	1.70	1.60							
3	25TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	1	I51071	4/12/2020	44.00									
3	25TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	2	I51072	4/12/2020	44.00									
3	25TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	3	I51073	4/12/2020	40.00									
3	25TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	4	I51074	4/12/2020	42.00									
3	25TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	5	I51075	4/12/2020	44.00									
3	25TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	1	I51071	4/12/2020	40.00									
3	25TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	2	I51072	4/12/2020	40.00									
3	25TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	3	I51073	4/12/2020	40.00									
3	25TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	4	I51074	4/12/2020	40.00									
3	25TPY02MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	5	I51075	4/12/2020	44.00									
3	30TPY03MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	1	I51076	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	30TPY03MR-L3	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	1	I51076	4/12/2020	46.00	46.00	44.00	44.00	44.00					
3	30TPY03MR-L3	Espessura	29.10	30.00	29.58	0.41	1	I51076	4/12/2020	30.00	29.10	29.50	30.00	29.30					
3	30TPY03MR-L3	Gramatura	27.00	27.00	27.00	0.00	1	I51076	4/12/2020	27.00									
3	30TPY03MR-L3	Rendimento	37.00	37.00	37.00	0.00	1	I51076	4/12/2020	37.00									
3	30TPY03MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I51076	4/12/2020	0.91									
3	30TPY03MR-L3	COF CHA/CHA - Din. Imediato	0.35	0.42	0.37	0.03	1	I51076	4/12/2020	0.35	0.35	0.42	0.36	0.38					
3	30TPY03MR-L3	COF COR/COR - Din. - Imediato	0.22	0.24	0.23	0.01	1	I51076	4/12/2020	0.23	0.23	0.24	0.22	0.22					
3	30TPY03MR-L3	COF CHA/CHA - Est. - Imediato	0.33	0.43	0.38	0.04	1	I51076	4/12/2020	0.33	0.41	0.43	0.36	0.38					
3	30TPY03MR-L3	COF COR/COR - Est. - Imediato	0.27	0.31	0.29	0.02	1	I51076	4/12/2020	0.27	0.31	0.30	0.27	0.28					
3	30TPY03MR-L3	Força de Tração DM	139.00	144.00	140.67	2.89	1	I51076	4/12/2020	144.00	139.00	139.00							
3	30TPY03MR-L3	Força de Tração DT	253.00	281.00	263.33	15.37	1	I51076	4/12/2020	256.00	281.00	253.00							
3	30TPY03MR-L3	Alongamento DM	172.00	190.00	179.67	9.29	1	I51076	4/12/2020	172.00	190.00	177.00							
3	30TPY03MR-L3	Alongamento DT	34.00	40.00	37.67	3.21	1	I51076	4/12/2020	34.00	40.00	39.00							
3	30TPY03MR-L3	Módulo Elástico DM	1366.00	1594.00	1486.67	114.58	1	I51076	4/12/2020	1594.00	1500.00	1366.00							
3	30TPY03MR-L3	Módulo Elástico DT	2407.00	2851.00	2643.33	223.38	1	I51076	4/12/2020	2851.00	2672.00	2407.00							
3	30TPY03MR-L3	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	1	I51076	4/12/2020	4.00	4.00	4.00							
3	30TPY03MR-L3	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	1	I51076	4/12/2020	2.00	2.00	2.00							
3	30TPY03MR-L3	Haze/difusão	1.70	1.70	1.70	0.00	1	I51076	4/12/2020	1.70	1.70	1.70							
3	30TPY03MR-L3	Tensão superficial CHAMA LO	44.00	44.00	44.00	0.00	1	I51076	4/12/2020	44.00									
3	30TPY03MR-L3	Tensão superficial CHAMA LM	44.00	44.00	44.00	0.00	1	I51076	4/12/2020	44.00									
3	30TPY03MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	1	I51076	4/12/2020	44.00									
3	30TPY03MR-L3	Tensão superficial CORONA LM	46.00	46.00	46.00	0.00	1	I51076	4/12/2020	46.00									
3	30TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	1	I51077	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	30TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	2	I51078	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	30TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	3	I51079	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	30TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	4	I51081	4/12/2020	46.00	46.00	46.00	46.00	46.00					
3	30TSB21MR-L3	Espessura	29.30	30.70	29.86	0.54	1	I51077	4/12/2020	29.30	30.00	30.70	29.50	29.80					
3	30TSB21MR-L3	Espessura	29.50	30.50	29.96	0.42	2	I51078	4/12/2020	29.50	29.70	29.80	30.50	30.30					
3	30TSB21MR-L3	Espessura	29.50	30.10	29.72	0.24	3	I51079	4/12/2020	29.60	29.50	30.10	29.80	29.60					
3	30TSB21MR-L3	Espessura	29.70	30.20	29.82	0.22	4	I51080	4/12/2020	29.70	30.20	29.70	29.70	29.80					
3	30TSB21MR-L3	Espessura	29.80	30.20	30.02	0.16	5	I51081	4/12/2020	30.10	29.80	29.90	30.10	30.20					
3	30TSB21MR-L3	Gramatura	27.70	27.70	27.70	0.00	1	I51077	4/12/2020	27.70									
3	30TSB21MR-L3	Rendimento	36.10	36.10	36.10	0.00	1	I51077	4/12/2020	36.10									
3	30TSB21MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I51077	4/12/2020	0.91									
3	30TSB21MR-L3	COF NT/NT - DIN. Imediato	0.23	0.25	0.24	0.01	1	I51077	4/12/2020	0.24	0.24	0.25	0.24	0.23					
3	30TSB21MR-L3	COF NT/NT - DIN. Imediato	0.24	0.28	0.26	0.02	2	I51079	4/12/2020	0.26	0.24	0.25	0.28	0.25					
