LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5										
2	26TBPHGS32MR-L2	Alongamento DT	28.00	38.00	33.33	5.03	1	C56804	2/13/2019	28.00	34.00	38.00												
2	26TBPHGS32MR-L2	Alongamento DT	37.00	44.00	39.67	3.79	2	C56806	2/13/2019	37.00	44.00	38.00												
2	26TBPHGS32MR-L2	Alongamento DT	34.00	45.00	38.33	5.86	3	C56814	2/14/2019	34.00	36.00	45.00												
2	26TBPHGS32MR-L2	Alongamento DT	27.00	27.00	27.00	0.00	4	C56953	2/25/2019	27.00	27.00	27.00												
2	26TBPHGS32MR-L2	Alongamento DT	36.00	38.00	37.00	1.00	5	C56961	2/26/2019	36.00	37.00	38.00												
2	26TBPHGS32MR-L2	Módulo Elástico DM	1052.00	1138.00	1095.33	43.00	1	C56804	2/13/2019	1052.00	1138.00	1096.00												
2	26TBPHGS32MR-L2	Módulo Elástico DM	842.00	1083.00	958.67	120.68	2	C56814	2/14/2019	951.00	842.00	1083.00												
2	26TBPHGS32MR-L2	Módulo Elástico DM	1104.00	1104.00	1104.00	0.00	3	C56953	2/25/2019	1104.00														
2	26TBPHGS32MR-L2	Módulo Elástico DT	1896.00	1996.00	1932.33	55.32	1	C56804	2/13/2019	1896.00	1996.00	1905.00												
2	26TBPHGS32MR-L2	Módulo Elástico DT	1474.00	1846.00	1612.00	203.74	2	C56814	2/14/2019	1516.00	1474.00	1846.00												
2	26TBPHGS32MR-L2	Módulo Elástico DT	1929.00	1961.00	1947.33	16.50	3	C56953	2/25/2019	1952.00	1961.00	1929.00												
2	26TBPHGS32MR-L2	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	1	C56804	2/13/2019	4.00	4.00	4.00												
2	26TBPHGS32MR-L2	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	2	C56814	2/14/2019	5.00														
2	26TBPHGS32MR-L2	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	3	C56953	2/25/2019	5.00														
2	26TBPHGS32MR-L2	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	1	C56804	2/13/2019	2.00	2.00	2.00												
2	26TBPHGS32MR-L2	Estabilidade Dimensional DT	2.00	2.00	2.00	0.00	2	C56814	2/14/2019	2.00														
2	26TBPHGS32MR-L2	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	3	C56953	2/25/2019	3.00														
2	26TBPHGS32MR-L2	Brilho 45°	87.00	87.00	87.00	0.00	1	C56804	2/13/2019	87.00	87.00	87.00												
2	26TBPHGS32MR-L2	Brilho 45°	87.00	89.00	88.00	1.00	2	C56814	2/14/2019	88.00	89.00	87.00												
2	26TBPHGS32MR-L2	Brilho 45°	93.00	93.00	93.00	0.00	3	C56953	2/25/2019	93.00														
2	26TBPHGS32MR-L2	Transmitância	27.00	30.00	28.80	1.30	1	C56804	2/13/2019	29.00	30.00	30.00	27.00	28.00										
2	26TBPHGS32MR-L2	Transmitância	29.00	29.00	29.00	0.00	2	C56805	2/13/2019	29.00	29.00	29.00	29.00	29.00										
2	26TBPHGS32MR-L2	Transmitância	26.00	28.00	27.00	0.71	3	C56806	2/13/2019	26.00	27.00	27.00	27.00	28.00										
2	26TBPHGS32MR-L2	Transmitância	26.00	26.00	26.00	0.00	4	C56807	2/13/2019	26.00	26.00	26.00	26.00	26.00										
2	26TBPHGS32MR-L2	Transmitância	24.00	24.00	24.00	0.00	5	C56814	2/14/2019	24.00														
2	26TBPHGS32MR-L2	Transmitância	25.00	25.00	25.00	0.00	6	C56815	2/14/2019	25.00	25.00	25.00	25.00	25.00										
2	26TBPHGS32MR-L2	Transmitância	25.00	25.00	25.00	0.00	7	C56816	2/14/2019	25.00	25.00	25.00	25.00	25.00										
2	26TBPHGS32MR-L2	Transmitância	26.00	26.00	26.00	0.00	8	C56817	2/14/2019	26.00	26.00	26.00	26.00	26.00										
2	26TBPHGS32MR-L2	Transmitância	22.00	22.00	22.00	0.00	9	C56953	2/25/2019	22.00														
2	26TBPHGS32MR-L2	Transmitância	22.00	22.00	22.00	0.00	10	C56954	2/25/2019	22.00														
2	26TBPHGS32MR-L2	Transmitância	25.00	25.00	25.00	0.00	11	C56955	2/26/2019	25.00														
2	26TBPHGS32MR-L2	Transmitância	24.00	24.00	24.00	0.00	12	C56956	2/26/2019	24.00														
2	26TBPHGS32MR-L2	Transmitância	24.00	24.00	24.00	0.00	13	C56957	2/26/2019	24.00														
2	26TBPHGS32MR-L2	Transmitância	25.00	25.00	25.00	0.00	14	C56958	2/26/2019	25.00														
2	26TBPHGS32MR-L2	Transmitância	27.00	27.00	27.00	0.00	15	C56959	2/26/2019	27.00														
2	26TBPHGS32MR-L2	Transmitância	28.00	28.00	28.00	0.00	16	C56960	2/26/2019	28.00														
2	26TBPHGS32MR-L2	Transmitância	26.00	26.00	26.00	0.00	17	C56962	2/26/2019	26.00														
2	26TBPHGS32MR-L2	Transmitância	25.00	25.00	25.00	0.00	18	C56963	2/26/2019	25.00														
2	26TBPHGS32MR-L2	Transmitância	26.00	26.00	26.00	0.00	19	C56964	2/26/2019	26.00														
2	26TBPHGS32MR-L2	Transmitância	28.00	28.00	28.00	0.00	20	C56965	2/26/2019	28.00														
2	26TBPHGS32MR-L2	Transmitância	28.00	28.00	28.00	0.00	21	C56966	2/27/2019	28.00														
2	26TBPHGS32MR-L2	Força de Selagem NT/NT	768.00	978.00	858.00	108.17	1	C56804	2/13/2019	828.00	978.00	768.00												
2	26TBPHGS32MR-L2	Força de Selagem NT/NT	619.00	959.00	784.33	170.19	2	C56814	2/14/2019	959.00	775.00	619.00												
2	26TBPHGS32MR-L2	Força de Selagem NT/NT	847.00	8930.00	2481.60	3604.81	3	C56953	2/25/2019	883.00	856.00	8930.00	892.00	847.00										
2	26TBPHGS32MR-L2	Força de Selagem NT/NT	821.00	1126.00	979.60	111.32	4	C56955	2/26/2019	821.00	1019.00	1126.00	943.00	989.00										
2	26TBPHGS32MR-L2	Força de Selagem NT/NT	380.00	980.00	681.80	257.14	5	C56961	2/26/2019	380.00	740.00	980.00	455.00	854.00										
2	26TBPHGS32MR-L2	Força de selagem COR/COR	857.00	900.00	879.00	21.52	1	C56804	2/13/2019	857.00	900.00	880.00												
2	26TBPHGS32MR-L2	Força de selagem COR/COR	480.00	871.00	671.00	195.66	2	C56814	2/14/2019	871.00	662.00	480.00												
2	26TBPHGS32MR-L2	Força de selagem COR/COR	1006.00	1078.00	1049.60	30.64	3	C56953	2/25/2019	1032.00	1078.00	1056.00	1076.00	1006.00										
2	26TBPHGS32MR-L2	Força de selagem COR/COR	932.00	1046.00	1001.20	42.75	4	C56955	2/26/2019	1046.00	1011.00	1021.00	996.00	932.00										
2	26TBPHGS32MR-L2	Força de selagem COR/COR	718.00	911.00	820.40	87.90	5	C56961	2/26/2019	718.00	737.00	849.00	911.00	887.00										
2	26TBPHGS32MR-L2	Tensão superficial COR - 24h	42.00	42.00	42.00	0.00	1	C56953	2/25/2019	42.00														
2	26TBPHGS32MR-L2	COF NT/NT - din - 24h	0.13	0.14	0.14	0.01	1	C56815	2/14/2019	0.14	0.13	0.14												
2	26TBPHGS32MR-L2	COF NT/NT - est. - 24h	0.15	0.20	0.17	0.03	1	C56815	2/14/2019	0.20	0.15	0.16												
2	26TBPHGS32MR-L2	COF COR/COR - din. - 24h	0.15	0.17	0.16	0.01	1	C56804	2/13/2019	0.16	0.15	0.17												
2	26TBPHGS32MR-L2	COF COR/COR - din. - 24h	0.17	0.18	0.18	0.01	2	C56814	2/14/2019	0.18	0.17	0.18												
2	26TBPHGS32MR-L2	COF COR/COR - din. - 24h	0.20	0.20	0.20	0.00	3	C56815	2/14/2019	0.20	0.20	0.20												
2	26TBPHGS32MR-L2	COF COR/COR - din. - 24h	0.19	0.19	0.19	0.00	4	C56953	2/25/2019	0.19	0.19	0.19												
2	26TBPHGS32MR-L2	COF COR/COR - est. - 24h	0.20	0.23	0.22	0.02	1	C56815	2/14/2019	0.23	0.22	0.20												
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	1	C56804	2/13/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	2	C56805	2/13/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	3	C56806	2/13/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	4	C56807	2/13/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	5	C56814	2/14/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	6	C56815	2/14/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	7	C56816	2/14/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	8	C56817	2/14/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	9	C56953	2/25/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	10	C56954	2/25/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	11	C56955	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	12	C56956	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	13	C56957	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	14	C56958	2/26/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	15	C56959	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	16	C56960	2/26/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	17	C56961	2/26/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	18	C56962	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	19	C56963	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	20	C56964	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	21	C56965	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	22	C56966	2/27/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	1	C56804	2/13/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	2	C56805	2/13/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	3	C56806	2/13/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	4	C56807	2/13/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	5	C56814	2/14/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	6	C56815	2/14/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	7	C56816	2/14/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	8	C56817	2/14/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	9	C56953	2/25/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	10	C56954	2/25/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	11	C56955	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	12	C56956	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	13	C56957	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	14	C56958	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	15	C56959	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	16	C56960	2/26/2019	42.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	17	C56961	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	18	C56962	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	19	C56963	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	20	C56964	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	21	C56965	2/26/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	22	C56966	2/27/2019	44.00														
2	26TBPHGS32MR-L2	Tensão superf. COR prod final	40.00	40.00	40.00	0.00	1	C56814	2/14/2019	40.00														
2	26TBPHGS32MR-L2	Tensão superf. COR prod final	42.00	42.00	42.00	0.00	2	C56953	2/25/2019	42.00														
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	1	C56668	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	2	C56669	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	3	C56670	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	4	C56671	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	5	C56672	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	6	C56673	2/1/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	7	C56751	2/8/2019	44.00	44.00	44.00	46.00	46.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	8	C56765	2/9/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	44.00	42.80	1.10	9	C56766	2/10/2019	42.00	42.00	44.00	42.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	10	C56772	2/10/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	11	C56896	2/21/2019	46.00	46.00	46.00	46.00	46.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	12	C56897	2/21/2019	44.00	46.00	44.00	44.00	46.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	45.20	1.10	13	C56898	2/21/2019	44.00	46.00	46.00	46.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	44.00	43.60	0.89	14	C56900	2/21/2019	42.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	44.00	43.20	1.10	15	C56901	2/21/2019	42.00	44.00	42.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	16	C56902	2/21/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	17	C56904	2/21/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	18	C56905	2/21/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	19	C56906	2/22/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	38.00	40.00	39.20	1.10	20	C56907	2/22/2019	40.00	40.00	40.00	38.00	38.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	21	C56908	2/22/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	22	C56909	2/22/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	23	C56910	2/22/2019	42.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	24	C56911	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	25	C56912	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	26	C56913	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	27	C56914	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	42.00	44.00	43.20	1.10	28	C56915	2/22/2019	42.00	42.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	29	C56916	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	30	C56917	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	31	C56918	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	32	C56919	2/22/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	33	C56920	2/22/2019	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00	44.00
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	34	C56921	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	35	C56922	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	44.40	0.89	36	C56923	2/23/2019	44.00	44.00	46.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	37	C56924	2/23/2019	44.00	44.00	46.00	46.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	38	C56925	2/23/2019	44.00	46.00	46.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	45.60	0.89	39	C56926	2/23/2019	46.00	46.00	46.00	46.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	40	C56927	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	41	C56928	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	42	C56929	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	43	C56930	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	44	C56931	2/23/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	45	C56932	2/24/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	40.00	42.00	41.60	0.89	46	C56940	2/24/2019	40.00	42.00	42.00	42.00	42.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	47	C56941	2/24/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	48	C56942	2/24/2019	44.00	44.00	44.00	44.00	44.00										
2	30TSY32MR-L2	Espessura	30.60	30.60	30.60	0.00	1	C56668	2/1/2019	30.60														
2	30TSY32MR-L2	Espessura	29.60	29.60	29.60	0.00	2	C56669	2/1/2019	29.60														
2	30TSY32MR-L2	Espessura	29.70	29.70	29.70	0.00	3	C56670	2/1/2019	29.70														
2	30TSY32MR-L2	Espessura	30.60	30.60	30.60	0.00	4	C56671	2/1/2019	30.60														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	5	C56672	2/1/2019	29.90														
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	6	C56673	2/1/2019	30.20														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	7	C56751	2/8/2019	29.90														
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	8	C56765	2/9/2019	30.20														
2	30TSY32MR-L2	Espessura	30.80	30.80	30.80	0.00	9	C56766	2/10/2019	30.80														
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	10	C56772	2/10/2019	30.20														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	11	C56896	2/21/2019	29.90														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	12	C56897	2/21/2019	29.90														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	13	C56898	2/21/2019	29.90														
2	30TSY32MR-L2	Espessura	30.00	30.00	30.00	0.00	14	C56899	2/21/2019	30.00														
2	30TSY32MR-L2	Espessura	30.90	30.90	30.90	0.00	15	C56900	2/21/2019	30.90														
2	30TSY32MR-L2	Espessura	30.70	30.70	30.70	0.00	16	C56901	2/21/2019	30.70														
2	30TSY32MR-L2	Espessura	30.30	30.30	30.30	0.00	17	C56902	2/21/2019	30.30														
2	30TSY32MR-L2	Espessura	30.00	30.00	30.00	0.00	18	C56904	2/21/2019	30.00														
2	30TSY32MR-L2	Espessura	30.80	30.80	30.80	0.00	19	C56905	2/21/2019	30.80														
2	30TSY32MR-L2	Espessura	30.40	30.40	30.40	0.00	20	C56906	2/22/2019	30.40														
2	30TSY32MR-L2	Espessura	29.60	29.60	29.60	0.00	21	C56907	2/22/2019	29.60														
2	30TSY32MR-L2	Espessura	30.50	30.50	30.50	0.00	22	C56908	2/22/2019	30.50														
2	30TSY32MR-L2	Espessura	30.40	30.40	30.40	0.00	23	C56909	2/22/2019	30.40														
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	24	C56910	2/22/2019	30.20														
2	30TSY32MR-L2	Espessura	30.00	30.00	30.00	0.00	25	C56911	2/22/2019	30.00														
2	30TSY32MR-L2	Espessura	30.40	30.40	30.40	0.00	26	C56912	2/22/2019	30.40														
2	30TSY32MR-L2	Espessura	30.50	30.50	30.50	0.00	27	C56913	2/22/2019	30.50														
2	30TSY32MR-L2	Espessura	30.80	30.80	30.80	0.00	28	C56914	2/22/2019	30.80														
2	30TSY32MR-L2	Espessura	30.10	30.10	30.10	0.00	29	C56915	2/22/2019	30.10														
2	30TSY32MR-L2	Espessura	30.60	30.60	30.60	0.00	30	C56916	2/22/2019	30.60														
2	30TSY32MR-L2	Espessura	30.50	30.50	30.50	0.00	31	C56917	2/22/2019	30.50														
2	30TSY32MR-L2	Espessura	30.70	30.70	30.70	0.00	32	C56918	2/22/2019	30.70														
2	30TSY32MR-L2	Espessura	30.90	30.90	30.90	0.00	33	C56919	2/22/2019	30.90														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	34	C56920	2/22/2019	29.90	29.90	29.90												
2	30TSY32MR-L2	Espessura	30.00	30.00	30.00	0.00	35	C56921	2/23/2019	30.00														
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	36	C56922	2/23/2019	30.20														
2	30TSY32MR-L2	Espessura	29.70	29.70	29.70	0.00	37	C56923	2/23/2019	29.70														
2	30TSY32MR-L2	Espessura	29.80	29.80	29.80	0.00	38	C56924	2/23/2019	29.80														
2	30TSY32MR-L2	Espessura	30.30	30.30	30.30	0.00	39	C56925	2/23/2019	30.30														
2	30TSY32MR-L2	Espessura	30.30	30.30	30.30	0.00	40	C56926	2/23/2019	30.30														
2	30TSY32MR-L2	Espessura	30.30	30.30	30.30	0.00	41	C56927	2/23/2019	30.30														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	42	C56928	2/23/2019	29.90														
2	30TSY32MR-L2	Espessura	30.10	30.10	30.10	0.00	43	C56929	2/23/2019	30.10														
2	30TSY32MR-L2	Espessura	29.50	29.50	29.50	0.00	44	C56930	2/23/2019	29.50														
2	30TSY32MR-L2	Espessura	29.90	29.90	29.90	0.00	45	C56931	2/23/2019	29.90														
2	30TSY32MR-L2	Espessura	29.70	29.70	29.70	0.00	46	C56932	2/24/2019	29.70														
2	30TSY32MR-L2	Espessura	29.50	29.50	29.50	0.00	47	C56940	2/24/2019	29.50														
2	30TSY32MR-L2	Espessura	29.40	29.40	29.40	0.00	48	C56941	2/24/2019	29.40														
2	30TSY32MR-L2	Espessura	29.40	29.40	29.40	0.00	49	C56942	2/24/2019	29.40														
2	30TSY32MR-L2	Gramatura	27.70	27.70	27.70	0.00	1	C56668	2/1/2019	27.70														
2	30TSY32MR-L2	Gramatura	26.80	26.80	26.80	0.00	2	C56669	2/1/2019	26.80														
2	30TSY32MR-L2	Gramatura	26.90	26.90	26.90	0.00	3	C56670	2/1/2019	26.90														
2	30TSY32MR-L2	Gramatura	27.70	27.70	27.70	0.00	4	C56671	2/1/2019	27.70														
2	30TSY32MR-L2	Gramatura	27.10	27.10	27.10	0.00	5	C56672	2/1/2019	27.10														
2	30TSY32MR-L2	Gramatura	27.30	27.30	27.30	0.00	6	C56673	2/1/2019	27.30														
2	30TSY32MR-L2	Gramatura	27.10	27.10	27.10	0.00	7	C56751	2/8/2019	27.10														
2	30TSY32MR-L2	Gramatura	27.30	27.30	27.30	0.00	8	C56765	2/9/2019	27.30														
2	30TSY32MR-L2	Gramatura	27.90	27.90	27.90	0.00	9	C56766	2/10/2019	27.90														
2	30TSY32MR-L2	Gramatura	27.40	27.40	27.40	0.00	10	C56772	2/10/2019	27.40														
2	30TSY32MR-L2	Gramatura	27.10	27.10	27.10	0.00	11	C56896	2/21/2019	27.10														
2	30TSY32MR-L2	Gramatura	27.10	27.10	27.10	0.00	12	C56897	2/21/2019	27.10														
2	30TSY32MR-L2	Gramatura	27.10	27.10	27.10	0.00	13	C56898	2/21/2019	27.10														
